source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4603.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4603\Coral5.JPG,5,0.2362,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4603.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4603\Coral2.JPG,2,0.631,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral41.JPG,41,0.169,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral4.JPG,4,0.7149,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral5.JPG,5,0.7031,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral25.JPG,25,0.2616,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral42.JPG,42,0.1683,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral32.JPG,32,0.2232,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral34.JPG,34,0.202,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral21.JPG,21,0.3972,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral33.JPG,33,0.2143,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral27.JPG,27,0.2557,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral26.JPG,26,0.2583,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral15.JPG,15,0.4912,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral6.JPG,6,0.6748,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral35.JPG,35,0.1981,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral1.JPG,1,0.7646,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral16.JPG,16,0.4712,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral28.JPG,28,0.2541,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral43.JPG,43,0.1666,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral47.JPG,47,0.1528,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral3.JPG,3,0.7247,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral46.JPG,46,0.1539,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral10.JPG,10,0.6046,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral45.JPG,45,0.1626,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral29.JPG,29,0.2527,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral2.JPG,2,0.7451,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral20.JPG,20,0.4032,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral31.JPG,31,0.2378,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral36.JPG,36,0.198,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral24.JPG,24,0.2831,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral8.JPG,8,0.6308,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral13.JPG,13,0.5006,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral23.JPG,23,0.3531,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral48.JPG,48,0.1505,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral37.JPG,37,0.1956,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral44.JPG,44,0.1631,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral18.JPG,18,0.4239,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral14.JPG,14,0.4935,Coral Garden D,T2,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral9.JPG,9,0.6288,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral17.JPG,17,0.4541,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral7.JPG,7,0.6363,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral11.JPG,11,0.5672,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral22.JPG,22,0.3918,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral19.JPG,19,0.4124,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral38.JPG,38,0.1899,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral39.JPG,39,0.1786,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral22.JPG,22,0.2641,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral15.JPG,15,0.362,Coral Garden D,T2,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral24.JPG,24,0.1835,Coral Garden D,T2,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral3.JPG,3,0.608,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral8.JPG,8,0.5046,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral5.JPG,5,0.5274,Coral Garden D,T2,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4643.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4643\Coral5.JPG,5,0.4973,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3042.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3042\Coral4.JPG,4,0.4228,Coral Garden D,T3,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4666.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4666\Coral1.JPG,1,0.6267,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3066.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3066\Coral9.JPG,9,0.1817,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3041.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3041\Coral17.JPG,17,0.1884,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3070.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3070\Coral1.JPG,1,0.2734,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071\Coral3.JPG,3,0.4283,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052\Coral2.JPG,2,0.3973,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4663.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4663\Coral5.JPG,5,0.1585,Coral Garden D,T3,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4679.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4679\Coral1.JPG,1,0.7339,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4680.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4680\Coral1.JPG,1,0.2037,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral9.JPG,9,0.4387,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3064.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3064\Coral14.JPG,14,0.3215,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3062.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3062\Coral7.JPG,7,0.2214,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3072.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3072\Coral9.JPG,9,0.3517,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3050.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3050\Coral1.JPG,1,0.672,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4684.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4684\Coral1.JPG,1,0.2159,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4676.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4676\Coral2.JPG,2,0.5346,Coral Garden D,T3,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4659.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4659\Coral2.JPG,2,0.4436,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3047.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3047\Coral6.JPG,6,0.3699,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4656.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4656\Coral29.JPG,29,0.2216,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4692.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4692\Coral1.JPG,1,0.6081,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3028.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3028\Coral4.JPG,4,0.6405,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3035.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3035\Coral9.JPG,9,0.2953,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3055.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3055\Coral4.JPG,4,0.3723,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3026.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3026\Coral1.JPG,1,0.7706,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4696.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4696\Coral8.JPG,8,0.3285,Coral Garden D,T3,1
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3046.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3046\Coral1.JPG,1,0.7893,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3048.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3048\Coral1.JPG,1,0.7167,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4693.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4693\Coral5.JPG,5,0.2673,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3068.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3068\Coral1.JPG,1,0.1648,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3058.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3058\Coral3.JPG,3,0.2828,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3056.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3056\Coral5.JPG,5,0.2517,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3053.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3053\Coral10.JPG,10,0.1571,Coral Garden D,T3,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4691.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4691\Coral21.JPG,21,0.1805,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3033.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3033\Coral16.JPG,16,0.2568,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4664.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4664\Coral9.JPG,9,0.2127,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3027.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3027\Coral3.JPG,3,0.5487,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3025.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3025\Coral2.JPG,2,0.6823,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3051.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3051\Coral3.JPG,3,0.4237,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3032.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3032\Coral13.JPG,13,0.2723,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3057.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3057\Coral11.JPG,11,0.1636,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4682.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4682\Coral2.JPG,2,0.7567,Coral Garden D,T3,1
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3038.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3038\Coral10.JPG,10,0.1557,Coral Garden D,T3,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4668.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4668\Coral5.JPG,5,0.4468,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4654.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4654\Coral5.JPG,5,0.154,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4673.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4673\Coral22.JPG,22,0.1665,Coral Garden D,T3,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4651.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4651\Coral1.JPG,1,0.6077,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3063.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3063\Coral1.JPG,1,0.5871,Coral Garden D,T3,1
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3074.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3074\Coral3.JPG,3,0.2247,Coral Garden D,T3,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4647.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4647\Coral1.JPG,1,0.1927,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4690.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4690\Coral6.JPG,6,0.3329,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3029.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3029\Coral4.JPG,4,0.6337,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3031.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3031\Coral26.JPG,26,0.1781,Coral Garden D,T3,1
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3067.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3067\Coral8.JPG,8,0.2161,Coral Garden D,T3,2
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3060.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3060\Coral6.JPG,6,0.3387,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4671.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4671\Coral4.JPG,4,0.5341,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3073.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3073\Coral1.JPG,1,0.2374,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4655.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4655\Coral6.JPG,6,0.1684,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3043.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3043\Coral10.JPG,10,0.2551,Coral Garden D,T3,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4667.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4667\Coral2.JPG,2,0.3611,Coral Garden D,T3,2
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4694.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4694\Coral4.JPG,4,0.2627,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4695.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4695\Coral8.JPG,8,0.2734,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4678.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4678\Coral20.JPG,20,0.1586,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3036.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3036\Coral4.JPG,4,0.6201,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4683.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4683\Coral11.JPG,11,0.217,Coral Garden D,T3,5
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3049.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3049\Coral6.JPG,6,0.2564,Coral Garden D,T3,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4652.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4652\Coral2.JPG,2,0.2474,Coral Garden D,T3,1
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3034.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3034\Coral3.JPG,3,0.4789,Coral Garden D,T3,1
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4669.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4669\Coral16.JPG,16,0.1899,Coral Garden D,T3,4
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3044.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3044\Coral3.JPG,3,0.4526,Coral Garden D,T3,4
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4665.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4665\Coral2.JPG,2,0.5717,Coral Garden D,T3,5
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4689.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4689\Coral6.JPG,6,0.2458,Coral Garden D,T3,4
