source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008\Coral10.JPG,10,0.4957,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008\Coral22.JPG,22,0.2752,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008\Coral25.JPG,25,0.2329,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3008\Coral23.JPG,23,0.27,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4618.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4618\Coral4.JPG,4,0.4621,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4618.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4618\Coral11.JPG,11,0.1954,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral24.JPG,24,0.3244,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral11.JPG,11,0.5431,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral3.JPG,3,0.7124,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral18.JPG,18,0.4072,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral20.JPG,20,0.3782,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral32.JPG,32,0.2644,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral33.JPG,33,0.2639,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral10.JPG,10,0.5993,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral14.JPG,14,0.4488,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral16.JPG,16,0.4223,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2994\Coral28.JPG,28,0.3037,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2986.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2986\Coral18.JPG,18,0.2929,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2986.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2986\Coral33.JPG,33,0.1551,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2986.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2986\Coral4.JPG,4,0.6215,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598\Coral12.JPG,12,0.2928,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598\Coral16.JPG,16,0.2459,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598\Coral17.JPG,17,0.2215,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4598\Coral2.JPG,2,0.5802,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629\Coral10.JPG,10,0.4502,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629\Coral24.JPG,24,0.2163,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629\Coral34.JPG,34,0.1578,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629\Coral1.JPG,1,0.7647,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4629\Coral16.JPG,16,0.2894,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral16.JPG,16,0.2424,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral9.JPG,9,0.3353,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral11.JPG,11,0.316,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral14.JPG,14,0.258,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral12.JPG,12,0.2949,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral21.JPG,21,0.1781,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral5.JPG,5,0.4938,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3000\Coral1.JPG,1,0.7644,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972\Coral10.JPG,10,0.1553,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4602.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4602\Coral12.JPG,12,0.1628,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3015.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3015\Coral4.JPG,4,0.4187,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3015.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3015\Coral10.JPG,10,0.244,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3022.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3022\Coral17.JPG,17,0.2762,Coral Garden D,T2,3
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3022.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR3022\Coral29.JPG,29,0.1517,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4592.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4592\Coral5.JPG,5,0.5509,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4592.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4592\Coral19.JPG,19,0.1616,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4592.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4592\Coral6.JPG,6,0.3235,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4619.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4619\Coral4.JPG,4,0.2234,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4619.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4619\Coral2.JPG,2,0.3029,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral28.JPG,28,0.2541,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral46.JPG,46,0.1539,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral45.JPG,45,0.1626,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral20.JPG,20,0.4032,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral48.JPG,48,0.1505,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral17.JPG,17,0.4541,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4617\Coral11.JPG,11,0.5672,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral22.JPG,22,0.2641,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral3.JPG,3,0.608,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T2\GOPR4626\Coral8.JPG,8,0.5046,Coral Garden D,T2,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4643.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4643\Coral5.JPG,5,0.4973,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4684.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4684\Coral1.JPG,1,0.2159,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3047.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3047\Coral6.JPG,6,0.3699,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4656.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4656\Coral29.JPG,29,0.2216,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4692.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4692\Coral1.JPG,1,0.6081,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3055.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3055\Coral4.JPG,4,0.3723,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3046.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3046\Coral1.JPG,1,0.7893,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3058.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3058\Coral3.JPG,3,0.2828,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3056.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3056\Coral5.JPG,5,0.2517,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3051.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3051\Coral3.JPG,3,0.4237,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4668.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4668\Coral5.JPG,5,0.4468,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3060.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3060\Coral6.JPG,6,0.3387,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4671.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4671\Coral4.JPG,4,0.5341,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4694.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4694\Coral4.JPG,4,0.2627,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4695.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4695\Coral8.JPG,8,0.2734,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3059.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3059\Coral1.JPG,1,0.6694,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3061.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3061\Coral15.JPG,15,0.184,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4663.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4663\Coral4.JPG,4,0.1868,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4684.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4684\Coral2.JPG,2,0.1696,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4659.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4659\Coral3.JPG,3,0.2794,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3048.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3048\Coral7.JPG,7,0.1732,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3057.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3057\Coral7.JPG,7,0.2819,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4682.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4682\Coral22.JPG,22,0.3451,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3038.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3038\Coral6.JPG,6,0.1868,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3067.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3067\Coral6.JPG,6,0.2259,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3036.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3036\Coral9.JPG,9,0.4264,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4669.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4669\Coral13.JPG,13,0.2131,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4665.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4665\Coral7.JPG,7,0.2458,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3030.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3030\Coral6.JPG,6,0.1724,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3040.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3040\Coral6.JPG,6,0.16,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4661.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4661\Coral7.JPG,7,0.4778,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4657.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4657\Coral12.JPG,12,0.3181,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4658.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4658\Coral17.JPG,17,0.2067,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3061.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3061\Coral7.JPG,7,0.4886,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052\Coral9.JPG,9,0.1602,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4676.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4676\Coral19.JPG,19,0.1872,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3035.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3035\Coral3.JPG,3,0.7059,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4696.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4696\Coral14.JPG,14,0.274,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3046.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3046\Coral4.JPG,4,0.7071,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3056.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3056\Coral2.JPG,2,0.5083,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3032.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3032\Coral1.JPG,1,0.8024,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4668.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4668\Coral12.JPG,12,0.1738,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4667.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4667\Coral3.JPG,3,0.2668,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4652.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4652\Coral3.JPG,3,0.2407,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3034.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3034\Coral7.JPG,7,0.3237,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4669.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4669\Coral20.JPG,20,0.1689,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4689.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4689\Coral5.JPG,5,0.2633,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3037.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3037\Coral8.JPG,8,0.2955,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3065.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3065\Coral5.JPG,5,0.1804,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4672.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4672\Coral22.JPG,22,0.3055,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4643.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4643\Coral6.JPG,6,0.3559,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3042.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3042\Coral7.JPG,7,0.3677,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3042.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3042\Coral9.JPG,9,0.3245,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4666.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4666\Coral6.JPG,6,0.2905,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3066.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3066\Coral4.JPG,4,0.3042,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3041.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3041\Coral15.JPG,15,0.1969,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071\Coral2.JPG,2,0.4412,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071\Coral23.JPG,23,0.1679,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071\Coral19.JPG,19,0.1818,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3071\Coral6.JPG,6,0.3777,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052\Coral1.JPG,1,0.445,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052\Coral4.JPG,4,0.2674,Coral Garden D,T3,3
Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T3\GOPR3052\Coral5.JPG,5,0.2323,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4663.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4663\Coral1.JPG,1,0.7878,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral29.JPG,29,0.1952,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral16.JPG,16,0.3467,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral28.JPG,28,0.1982,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral36.JPG,36,0.1687,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral20.JPG,20,0.274,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral37.JPG,37,0.1526,Coral Garden D,T3,3
Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674.JPG,Coral Garden\AUG 2024_CG_D\AUG_2024_CG_D_T3\GOPR4674\Coral21.JPG,21,0.2684,Coral Garden D,T3,3
